id,name,species_id,variety_name_type,created_at
1302,BING ST,15,cherries_variety,2025-08-13 17:14:23
1303,BING 8,15,cherries_variety,2025-08-13 17:14:23
1304,SIN ESPECIFICAR,50,papayas_variety,2025-08-13 17:14:23
1305,KAKAMA,28,peaches_variety,2025-08-13 17:14:23
1306,IFG TWENTY TWO,18,grape_variety,2025-08-13 17:14:23
1307,JUST SWEET,27,nectarines_variety,2025-08-13 17:14:23
1308,SUMMER GIANT,28,peaches_variety,2025-08-13 17:14:23
1309,CANDY PEARL,17,plums_variety,2025-08-13 17:14:23
1310,SWEET PASSION,17,plums_variety,2025-08-13 17:14:23
1311,TRICOLOR,18,grape_variety,2025-08-13 17:14:23
1312,FLATDIVA,28,peaches_variety,2025-08-13 17:14:23
1313,CAKESTAR,27,nectarines_variety,2025-08-13 17:14:23
1314,NECTARPERFECTA,27,nectarines_variety,2025-08-13 17:14:23
1315,SWEET SEEDLESS,18,grape_variety,2025-08-13 17:14:23
1316,CI 522,17,plums_variety,2025-08-13 17:14:23
1317,CAKELAM,27,nectarines_variety,2025-08-13 17:14:23
1318,JULIANA,7,cherimoya_variety,2025-08-13 17:14:23
1319,NEW HALL,12,oranges_variety,2025-08-13 17:14:23
1320,NAVELINA,12,oranges_variety,2025-08-13 17:14:23
1321,DEKOPON,13,mandarins_variety,2025-08-13 17:14:23
1322,RED KING OREGON,2,apples_variety,2025-08-13 17:14:23
1323,WA38,2,apples_variety,2025-08-13 17:14:23
1324,IFG CHER SIX,15,cherries_variety,2025-08-13 17:14:23
1325,IRIS ROSSO,28,peaches_variety,2025-08-13 17:14:23
1326,S CHERRIES,15,cherries_variety,2025-08-13 17:14:23
1327,EARLY SUN GRAN,27,nectarines_variety,2025-08-13 17:14:23
1328,CHEERY MOON,15,cherries_variety,2025-08-13 17:14:23
1329,FCM 12045,6,blueberries_variety,2025-08-13 17:14:23
1330,BLACK ROCK,15,cherries_variety,2025-08-13 17:14:23
1331,PACIFIC,28,peaches_variety,2025-08-13 17:14:23
1332,ARCTIC STAR,27,nectarines_variety,2025-08-13 17:14:23
1333,ITUMFIFTEEN,18,grape_variety,2025-08-13 17:14:23
1334,EARLY DIAMOND,27,nectarines_variety,2025-08-13 17:14:23
1335,AUTUM ROSA,17,plums_variety,2025-08-13 17:14:23
1336,ATWOOD,2,apples_variety,2025-08-13 17:14:23
1337,SWEET RED,17,plums_variety,2025-08-13 17:14:23
1338,RED SUN,17,plums_variety,2025-08-13 17:14:23
1339,QUEEN BEAUT,17,plums_variety,2025-08-13 17:14:23
1340,SWEET PEKEETAH PURPLE HONEY,17,plums_variety,2025-08-13 17:14:23
1341,IFG 68 175,18,grape_variety,2025-08-13 17:14:23
1342,SUPER BLACK THOMPSON,18,grape_variety,2025-08-13 17:14:23
1343,BABY RED GLOBE,18,grape_variety,2025-08-13 17:14:23
1344,GALA BLUSH,2,apples_variety,2025-08-13 17:14:23
1345,DAISY SL,13,mandarins_variety,2025-08-13 17:14:23
1346,CRISTAL,8,kiwifruit_variety,2025-08-13 17:14:23
1347,CHEERY GLOW,15,cherries_variety,2025-08-13 17:14:23
1348,JERSEY,6,blueberries_variety,2025-08-13 17:14:23
1349,LEWIS S.C.,11,hazelnut_variety,2025-08-13 17:14:23
1350,RED STARKING,2,apples_variety,2025-08-13 17:14:23
1351,BLACK LYON,17,plums_variety,2025-08-13 17:14:23
1352,SPRING DIAMOND,27,nectarines_variety,2025-08-13 17:14:23
1353,ALFONSO LAVALLE,18,grape_variety,2025-08-13 17:14:23
1354,RABBITEYE,6,blueberries_variety,2025-08-13 17:14:23
1355,PINK PLUMS,17,plums_variety,2025-08-13 17:14:23
1356,JUNE PEARL,27,nectarines_variety,2025-08-13 17:14:23
1357,LINDA ROSA,17,plums_variety,2025-08-13 17:14:23
1358,UNK.VAR.MUSCAT SEEDLESS,18,grape_variety,2025-08-13 17:14:23
1359,MANDARIN,13,mandarins_variety,2025-08-13 17:14:23
1360,COOPER,6,blueberries_variety,2025-08-13 17:14:23
1361,NAVSEL 4,18,grape_variety,2025-08-13 17:14:23
1362,EARLY ANNE,17,plums_variety,2025-08-13 17:14:23
1363,PRO 426,27,nectarines_variety,2025-08-13 17:14:23
1364,MILAN,15,cherries_variety,2025-08-13 17:14:23
1365,EARLY ROSA,17,plums_variety,2025-08-13 17:14:23
1366,RED SWEET,27,nectarines_variety,2025-08-13 17:14:23
1367,ARTIC KAY,27,nectarines_variety,2025-08-13 17:14:23
1368,IVU 533,15,cherries_variety,2025-08-13 17:14:23
1369,SANTINA 2,15,cherries_variety,2025-08-13 17:14:23
1370,STANDAR,6,blueberries_variety,2025-08-13 17:14:23
1371,PEDRO C/C,4,walnuts_variety,2025-08-13 17:14:23
1372,PINK GLOBE,18,grape_variety,2025-08-13 17:14:23
1373,SWEET,16,onions_variety,2025-08-13 17:14:23
1374,SERR/CHANDLER C.C.,4,walnuts_variety,2025-08-13 17:14:23
1375,AUTUMN LATE,17,plums_variety,2025-08-13 17:14:23
1376,ANGELYS,1,pears_variety,2025-08-13 17:14:23
1377,APPLAUSE,18,grape_variety,2025-08-13 17:14:23
1378,SWEET CELEBRATION AUTUMN CRISP,18,grape_variety,2025-08-13 17:14:23
1379,GAR FANTASY,17,plums_variety,2025-08-13 17:14:23
1380,ACONCAGUA S/C,4,walnuts_variety,2025-08-13 17:14:23
1381,JINGOLD,8,kiwifruit_variety,2025-08-13 17:14:23
1382,ATWOOD NAVEL,12,oranges_variety,2025-08-13 17:14:23
1383,SWEET FRIEND,17,plums_variety,2025-08-13 17:14:23
1384,NECTARRUBY,27,nectarines_variety,2025-08-13 17:14:23
1385,CAKEDELICE ONDINE,27,nectarines_variety,2025-08-13 17:14:23
1386,BABY SWEET I,17,plums_variety,2025-08-13 17:14:23
1387,CATALINA,17,plums_variety,2025-08-13 17:14:23
1388,RED KAT,17,plums_variety,2025-08-13 17:14:23
1389,COACHELLA SEEDLESS,18,grape_variety,2025-08-13 17:14:23
1390,FILOA,28,peaches_variety,2025-08-13 17:14:23
1391,BANDORA,17,plums_variety,2025-08-13 17:14:23
1392,CONTESSA,28,peaches_variety,2025-08-13 17:14:23
1393,BING 96 97,15,cherries_variety,2025-08-13 17:14:23
1394,BING 15,15,cherries_variety,2025-08-13 17:14:23
1395,PALSTEIN,29,apricot_variety,2025-08-13 17:14:23
1396,S CHERRIES (ST),15,cherries_variety,2025-08-13 17:14:23
1397,NE 98,27,nectarines_variety,2025-08-13 17:14:23
1398,AZURITE,27,nectarines_variety,2025-08-13 17:14:23
1399,BLACK NAPOLEON,15,cherries_variety,2025-08-13 17:14:23
1400,SWEET JANUARY,28,peaches_variety,2025-08-13 17:14:23
1401,COUNTRY SWEET,28,peaches_variety,2025-08-13 17:14:23
1402,BENJAMIN ANDES,14,lemons_variety,2025-08-13 17:14:23
1403,IFG CHER TWO,15,cherries_variety,2025-08-13 17:14:23
1404,IFG CHER THREE,15,cherries_variety,2025-08-13 17:14:23
1405,ROSE RAINIER,15,cherries_variety,2025-08-13 17:14:23
1406,SWEET VALINA,15,cherries_variety,2025-08-13 17:14:23
1407,PRIM 21,15,cherries_variety,2025-08-13 17:14:23
1408,PRIM 31,15,cherries_variety,2025-08-13 17:14:23
1409,IFG CHER TEN,15,cherries_variety,2025-08-13 17:14:23
1410,EARLY TIOGA,15,cherries_variety,2025-08-13 17:14:23
1411,POLKA,15,cherries_variety,2025-08-13 17:14:23
1412,EARLY GLO,27,nectarines_variety,2025-08-13 17:14:23
1413,MODESTO,29,apricot_variety,2025-08-13 17:14:23
1414,NECTARNOVALA,27,nectarines_variety,2025-08-13 17:14:23
1415,SEKOYA CRUNCH,6,blueberries_variety,2025-08-13 17:14:23
1416,SUPER D'AGEN,17,plums_variety,2025-08-13 17:14:23
1417,AUTUMNCRIPBRAND,18,grape_variety,2025-08-13 17:14:23
1418,ROYAL,27,nectarines_variety,2025-08-13 17:14:23
1419,CAKEBELLA,27,nectarines_variety,2025-08-13 17:14:23
1420,RED ELISA,18,grape_variety,2025-08-13 17:14:23
1421,SIN ESPECIFICAR,47,raspberries_variety,2025-08-13 17:14:23
1422,TULARE GIANT,17,plums_variety,2025-08-13 17:14:23
1423,PURPLE BEAUT,17,plums_variety,2025-08-13 17:14:23
1424,FLAVOR BLAST,17,plums_variety,2025-08-13 17:14:23
1425,GIAN SUGAR PLUM,17,plums_variety,2025-08-13 17:14:23
1426,SWEET LOVE,17,plums_variety,2025-08-13 17:14:23
1427,EARLY PURPLE,17,plums_variety,2025-08-13 17:14:23
1428,HOWARD SUN,17,plums_variety,2025-08-13 17:14:23
1429,S.QUEEN,28,peaches_variety,2025-08-13 17:14:23
1430,BLUEMOON,6,blueberries_variety,2025-08-13 17:14:23
1431,ROSE CARAMEL (ITUM FIFTEEN),18,grape_variety,2025-08-13 17:14:23
1432,ROYAL MUSCAT,18,grape_variety,2025-08-13 17:14:23
1433,JOANNA RED,17,plums_variety,2025-08-13 17:14:23
1434,MIRREL,17,plums_variety,2025-08-13 17:14:23
1435,SIN ESPECIFICAR,36,plumcot_variety,2025-08-13 17:14:23
1436,RUBY RUSH,18,grape_variety,2025-08-13 17:14:23
1437,BLACK PRIME,17,plums_variety,2025-08-13 17:14:23
1438,BLACK ANNE,17,plums_variety,2025-08-13 17:14:23
1439,CHERRY PLUM I,17,plums_variety,2025-08-13 17:14:23
1440,CRIMSON KAT,36,plumcot_variety,2025-08-13 17:14:23
1441,CANDY STRIPE,36,plumcot_variety,2025-08-13 17:14:23
1442,DOLOMIA PLUS,47,raspberries_variety,2025-08-13 17:14:23
1443,DAPPLE DANDY,36,plumcot_variety,2025-08-13 17:14:23
1444,FLATBUZZ,28,peaches_variety,2025-08-13 17:14:23
1445,SUMMER GOLD,28,peaches_variety,2025-08-13 17:14:23
1446,ARCTIC GIANT,27,nectarines_variety,2025-08-13 17:14:23
1447,SWEET MARY,36,plumcot_variety,2025-08-13 17:14:23
1448,MAJESTIC,27,nectarines_variety,2025-08-13 17:14:23
1449,AUTUMN FRIDE,28,peaches_variety,2025-08-13 17:14:23
1450,AMBAR,17,plums_variety,2025-08-13 17:14:23
1451,ARCTIC MIST,27,nectarines_variety,2025-08-13 17:14:23
1452,ARCTIC SNOW,27,nectarines_variety,2025-08-13 17:14:23
1453,ARABELLA,6,blueberries_variety,2025-08-13 17:14:23
1454,SOLEDORA,28,peaches_variety,2025-08-13 17:14:23
1455,SWEETBANG,28,peaches_variety,2025-08-13 17:14:23
1456,MAY GRAND,27,nectarines_variety,2025-08-13 17:14:23
1457,NECTARNOW,27,nectarines_variety,2025-08-13 17:14:23
1458,LATE BING,15,cherries_variety,2025-08-13 17:14:23
1459,CHERRY PLUM II,17,plums_variety,2025-08-13 17:14:23
1460,EXTREME PRO C28,27,nectarines_variety,2025-08-13 17:14:23
1461,FC14 062 (ARABELLA),6,blueberries_variety,2025-08-13 17:14:23
1462,JUPITER,6,blueberries_variety,2025-08-13 17:14:23
1463,RIDLEY 1212,6,blueberries_variety,2025-08-13 17:14:23
1464,POP,6,blueberries_variety,2025-08-13 17:14:23
1465,MAY PEARL,27,nectarines_variety,2025-08-13 17:14:23
1466,MAY CREST,28,peaches_variety,2025-08-13 17:14:23
1467,SNOW CHASER,6,blueberries_variety,2025-08-13 17:14:23
1468,FLAVOR RED,28,peaches_variety,2025-08-13 17:14:23
1469,S CHERRIES (LB),15,cherries_variety,2025-08-13 17:14:23
1470,LARRY CRUNCH,17,plums_variety,2025-08-13 17:14:23
1471,MARY B.,17,plums_variety,2025-08-13 17:14:23
1472,BLACK STAR,17,plums_variety,2025-08-13 17:14:23
1473,CRUNCHYPOP ITUMNSEVEN CV.,18,grape_variety,2025-08-13 17:14:23
1474,SWEET GARNET,17,plums_variety,2025-08-13 17:14:23
1475,RED GREEN SEEDLESS,18,grape_variety,2025-08-13 17:14:23
1476,SUGAR CRUNCH,18,grape_variety,2025-08-13 17:14:23
1477,LONG KEN,17,plums_variety,2025-08-13 17:14:23
1478,AUTUMN BARTLETT,1,pears_variety,2025-08-13 17:14:23
1479,BLACK JACK,17,plums_variety,2025-08-13 17:14:23
1480,ROYAL GALA PREMIUM,2,apples_variety,2025-08-13 17:14:23
1481,SWEET HONEY,17,plums_variety,2025-08-13 17:14:23
1482,SWEET PEARL,27,nectarines_variety,2025-08-13 17:14:23
1483,SWEET ROSE,17,plums_variety,2025-08-13 17:14:23
1484,KATTY,29,apricot_variety,2025-08-13 17:14:23
1485,DUPREE,6,blueberries_variety,2025-08-13 17:14:23
1486,EARLY BURLAT,15,cherries_variety,2025-08-13 17:14:23
1487,SEQUOIA,15,cherries_variety,2025-08-13 17:14:23
1488,BING 10,15,cherries_variety,2025-08-13 17:14:23
1489,BING 12,15,cherries_variety,2025-08-13 17:14:23
1490,BLACK REPUBLICAN,15,cherries_variety,2025-08-13 17:14:23
1491,CI 795,17,plums_variety,2025-08-13 17:14:23
1492,BING 24,15,cherries_variety,2025-08-13 17:14:23
1493,VELVICK,3,avocados_variety,2025-08-13 17:14:23
1494,HEART CANDY,17,plums_variety,2025-08-13 17:14:23
1495,GIANT FLAVOURS,27,nectarines_variety,2025-08-13 17:14:23
1496,GAR JUMBO,17,plums_variety,2025-08-13 17:14:23
1497,SUN RED,28,peaches_variety,2025-08-13 17:14:23
1498,SUGAR GIANT,17,plums_variety,2025-08-13 17:14:23
1499,RED ROYAL,17,plums_variety,2025-08-13 17:14:23
1500,KAISER,1,pears_variety,2025-08-13 17:14:23
