id,name,created_at,updated_at
1,LATIN AMERICA,2025-08-13 17:14:23,2025-08-13 17:14:23
2,EUROPE,2025-08-13 17:14:23,2025-08-13 17:14:23
3,UNITED STATES,2025-08-13 17:14:23,2025-08-13 17:14:23
4,FAR EAST,2025-08-13 17:14:23,2025-08-13 17:14:23
5,CANADA,2025-08-13 17:14:23,2025-08-13 17:14:23
6,MIDDLE EAST,2025-08-13 17:14:23,2025-08-13 17:14:23
