id,name,created_at,updated_at
1,2021-2022,2025-08-13 17:14:23,2025-08-13 17:14:23
2,2022-2023,2025-08-13 17:14:23,2025-08-13 17:14:23
3,2023-2024,2025-08-13 17:14:23,2025-08-13 17:14:23
4,2024-2025,2025-08-13 17:14:23,2025-08-13 17:14:23
